comp_id,smiles,bioactivity,y_label
TM34,FC1=CC(CN(CC2=NC=CC=C2)CC3=CC=CC=N3)=CC=C1CN4C[C@H](CNC5CCCCC5)CCC4,39.9,positive
TM35,C1(CN(CC2=CC=CC=N2)CC3=NC=CC=C3)=CC=C(C4=CN(CCCNC5CCCCC5)N=N4)C=C1,204.6,positive
TM36,O=C(NCC1=CC=C(CNCCCNC2CCCCC2)C=C1)[C@H](CCCNC(N)=N)NCC3=CC=CC=N3,12.2,positive
TM37,O=C(NCC1=CC=C(CNCCCNC2CCCCC2)C=C1)[C@H](CCCNC(N)=N)NCC3=CC=CC=N3,41.6,positive
TM38,O=C(NCC1=CC=C(CNCCCNC2CCCCC2)C=C1)[C@H](CCCNC(N)=N)NC(C3=CC=C(F)C=C3)=O,123.0,positive
TM39,O=C(NCC1=CC=C(CNCCCNC2CCCCC2)C=C1)[C@H](CCCNC(N)=N)NC(C3CCC(F)(F)CC3)=O,81.9,positive
TM40,O=C([C@@H](NCC1=CC=C(F)C=C1)CCCNC(N)=N)NCC2=CC=C(CNCCCNC3CCCCC3)C=C2,40.8,positive
TM41,O=C([C@@H](NCC1=CC=C(N(C)C)C=C1)CCCNC(N)=N)NCC2=CC=C(CNCCCNC3CCCCC3)C=C2,37.5,positive
TM42,O=C([C@@H](NCC1=CC(C)=CC(C)=C1)CCCNC(N)=N)NCC2=CC=C(CNCCCNC3CCCCC3)C=C2,500.0,positive
TM43,O=C([C@@H](NCC1=CC=CC2=CC=CC=C12)CCCNC(N)=N)NCC3=CC=C(CNCCCNC4CCCCC4)C=C3,38.3,positive
TM44,O=C([C@@H](NCC1=CC=C(C2=CC=CC=C2)C=C1)CCCNC(N)=N)NCC3=CC=C(CNCCCNC4CCCCC4)C=C3,60.2,positive
TM45,O=C([C@@H](NCC1CCCCC1)CCCNC(N)=N)NCC2=CC=C(CNCCCNC3CCCCC3)C=C2,14.4,positive
TM46,O=C([C@@H](NC1CCCCC1)CCCNC(N)=N)NCC2=CC=C(CNCCCNC3CCCCC3)C=C2,45.6,positive
TM47,O=C([C@@H](NC1CCCC2=CC=CN=C21)CCCNC(N)=N)NCC3=CC=C(CNCCCNC4CCCCC4)C=C3,1000.0,positive
TM48,O=C([C@@H](NCC1=NC=CN1)CCCNC(N)=N)NCC2=CC=C(CNCCCNC3CCCCC3)C=C2,54.6,positive
TM49,O=C([C@@H](NCC1=CC=CC=N1)CCCNC(N)=N)N(C)CC2=CC=C(CNCCCNC3CCCCC3)C=C2,9.8,positive
TM50,O=C([C@@H](NCC1=CC=CC=N1)CCCNC(N)=N)NCC2=CC(F)=C(CNCCCNC3CCCCC3)C=C2,8.5,positive
TM51,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CCCNC(N)=O)NCC3=CC=CC=N3,30.8,positive
TM52,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CCCNC(N)=O)NCC3=C(C=CC=N3)F,203.9,positive
TM53,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CCCCN)NCC3=CC=CC=N3,21.2,positive
TM54,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CCCCNC(C)C)NCC3=CC=CC=N3,24.4,positive
TM55,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CCCCNC3CCCCC3)NCC4=CC=CC=N4,26.2,positive
TM56,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CCCNC3CCCCC3)NCC4=CC=CC=N4,36.3,positive
TM57,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](C)NCC3=CC=CC=N3,15.9,positive
TM58,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CC(C)C)NCC3=CC=CC=N3,147.9,positive
TM59,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CO)NCC3=CC=CC=N3,31.0,positive
TM60,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CC(O)=O)NCC3=CC=CC=N3,76.0,positive
TM61,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CC3=CNC=N3)NCC4=CC=CC=N4,28.1,positive
TM62,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CC3=CNC4=C3C=CC=C4)NCC5=CC=CC=N5,37.1,positive
TM63,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CC3=CC=C(C=C3)O)NCC4=CC=CC=N4,56.9,positive
TM64,O=C(NCC1=CC=C(C=C1)CNCCCNC2CCCCC2)[C@H](CC3=CC4=C(C=C3)C=CC=C4)NCC5=CC=CC=N5,80.4,positive
TM65,O=C(NCC1=CC=C(CNCCCNC2CCCCC2)C=C1)[C@@H]3CCCN3CC4=CC=CC=N4,23.1,positive
TM66,O=C([C@@H]1CC(C=CC=C2)=C2CN1CC3=CC=CC=N3)NCC4=CC=C(CNCCCNC5CCCCC5)C=C4,40.5,positive
TM67,O=C([C@H](CCCNC(N)=N)N)NCC1=CC=C(CNCCCNC2CCCCC2)C=C1,147.7,positive
TM68,O=C([C@@H](NC([C@@H](N)CC1=CC=C(O)C=C1)=O)CCCNC(N)=N)NCC2=CC=C(CNCCCNC3CCCCC3)C=C2,28.0,positive
TM69,O=C([C@@H](NC([C@@H](N)CC1=CC(C=CC=C2)=C2C=C1)=O)CCCNC(N)=N)NCC3=CC=C(CNCCCNC4CCCCC4)C=C3,37.9,positive
TM70,O=C([C@@H](NC([C@@H](N)CCCNC(N)=N)=O)CC1=CC=C(C=CC=C2)C2=C1)NCC3=CC=C(CNCCCNC4CCCCC4)C=C3,27.7,positive
TM71,O=C([C@@H](NC([C@@H](N)CCCNC(N)=N)=O)CC1=CC=C(C=CC=C2)C2=C1)NCC3=CC=C(CNCCCNC4CCCCC4)C=C3,10000.0,positive
TM72,O=C([C@@H](NC([C@H](CC1=CC(C=CC=C2)=C2C=C1)N)=O)CCCNC(N)=N)NCC3=CC=C(CNC([C@H](CCCNC(N)=N)NC([C@H](CC4=CC(C=CC=C5)=C5C=C4)N)=O)=O)C=C3,10000.0,positive
TM73,NC(NCCC[C@H](NCC1=CC=CC=N1)C(NCC2=CC=C(CNC3CCCCC3)C=C2)=O)=N,2730.0,positive
TM74,NC(NCCC[C@H](NCC1=CC=CC=N1)C(NCC2=CC=C(C3(CC3)NCCCNC4CCCCC4)C=C2)=O)=N,35.8,positive
TM75,NC(NCCC[C@H](NCC1=CC=CC=N1)C(NCC2=CC=C(CN3C[C@@H](CNC4CCCCC4)CCC3)C=C2)=O)=N,18.8,positive
TM76,NC(NCCC[C@H](NCC1=CC=CC=N1)C(NCC2=CC=CC=C2)=O)=N,50000.0,positive
TM77,O=C(NCC1=CC=C(CN(CCCNC2CCCCC2)C)C=C1)[C@@H](NCC3=CC=CC=N3)CCCNC(N)=N,15.9,positive
TM78,C[C@H](NCC1=CC=CC=N1)C(NCC2=CC=C(CNCCCNC3CCCCC3)C=C2)=O,18.2,positive
TM79,C[C@H](NCC1=CC=CC=N1)C(NCC2=CC=C(CN(C)CCCNC3CCCCC3)C=C2)=O,39.0,positive
CHEMBL1083554,CC[n+]1ccc(-c2cc[n+](Cc3cc(C[n+]4ccc(-c5cc[n+](CC)cc5)cc4)cc(-[n+]4ccc(-c5cc[n+](-c6cc(C[n+]7ccc(-c8cc[n+](CC)cc8)cc7)cc(C[n+]7ccc(-c8cc[n+](CC)cc8)cc7)c6)cc5)cc4)c3)cc2)cc1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,3.3645372289999997,positive
CHEMBL1088867,NCc1cccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c1,1402.0,positive
CHEMBL1088912,NCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,68.0,positive
CHEMBL1088913,NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,17.5,positive
CHEMBL1088916,NCCCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,75.0,positive
CHEMBL1089434,c1ccc(CNCc2ccc(CN(Cc3nc4ccccc4[nH]3)C3CCCc4cccnc43)cc2)nc1,250.0,positive
CHEMBL1089844,NC/C=C\CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,77.0,positive
CHEMBL1089845,NC/C=C/CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,160.0,positive
CHEMBL1089846,NCC#CCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,973.0,positive
CHEMBL1091591,CN1CCC(n2c(CN(C)C3CCCc4cccnc43)nc3ccccc32)CC1,76.0,positive
CHEMBL1092301,CN(C)CCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,87.0,positive
CHEMBL1092302,CNCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,190.0,positive
CHEMBL1092324,NCc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)cc1,119.0,positive
CHEMBL1092596,NCCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,514.0,positive
CHEMBL1092628,N#CCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,442.0,positive
CHEMBL1092629,NCCCC(=O)N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,3200.0,positive
CHEMBL1092637,CC(C)N1CCC[C@H](Cn2c(CN(C)[C@H]3CCCc4cccnc43)nc3ccccc32)C1,4.5,positive
CHEMBL1093008,NCc1ccccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,39.0,positive
CHEMBL1093137,c1ccc(CNCc2ccc(CN(Cc3nc4ccccc4[nH]3)[C@H]3CCCc4cccnc43)cc2)nc1,120.0,positive
CHEMBL1093149,NCCCCN(Cc1nc2ccccc2[nH]1)[C@@H]1CCCc2cccnc21,206.0,positive
CHEMBL1093302,NCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1369.0,positive
CHEMBL1094864,CN(C)CC(=O)NCc1c(CN(C)[C@H]2CCCc3cccnc32)ncc2ccccc12,16.0,positive
CHEMBL1096504,CN(C)CCCc1c(CN(C)[C@H]2CCCc3cccnc32)ncc2ccccc12,3.4,positive
CHEMBL1099015,NCCCCN(Cc1ccccn1)C1CCCc2cccnc21,74.0,positive
CHEMBL1202230,Br.c1cc2nc(c1)CNCCN(Cc1ccc(CN3CCNCc4cccc(n4)CNCC3)cc1)CCNC2,4363.0,positive
CHEMBL1202231,Br.c1cc2nc(c1)CCNCCN(Cc1ccc(CN3CCNCCc4cccc(n4)CCNCC3)cc1)CCNCC2,1.0,positive
CHEMBL1242210,CN1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)c(CO)n23)CC1,2.41,positive
CHEMBL1242211,CCCN(CCC)CCCCN(C)Cc1ccc(CN(Cc2ncc[nH]2)Cc2nccn2C)cc1,0.61,positive
CHEMBL1256528,N=C(N)NCCCC(NC(=O)[C@H]1CSSC[C@@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c2ccc(F)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)NCCCCN2CCC(NC(=O)C(=O)Nc3ccc(Cl)cc3)CC2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N1)C(N)=O,4.4,positive
CHEMBL1256529,N=C(N)NCCC[C@H](NC(=O)[C@H]1CSSC[C@@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c2ccc(F)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)NCCCCCCN2CCC(NC(=O)C(=O)Nc3ccc(Cl)cc3)CC2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N1)C(N)=O,18.7,positive
CHEMBL1256530,N=C(N)NCCC[C@H](NC(=O)[C@H]1CSSC[C@@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c2ccc(F)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)NCCCCCCCCN2CCC(NC(=O)C(=O)Nc3ccc(Cl)cc3)CC2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N1)C(N)=O,7.1,positive
CHEMBL1256583,Cl.N=C(N)NCCC[C@H](NC(=O)[C@H]1CSSC[C@@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)c2ccc(F)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)NCCCCCCCCN2CCC(NC(=O)C(=O)Nc3ccc(Cl)cc3)CC2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(N)=O)C(=O)N1)C(N)=O,5.9,positive
CHEMBL1381819,CSc1nnc(-c2ccc(C(F)(F)F)nc2C)o1,3800.0,positive
CHEMBL1644070,NCc1cc(F)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,219.0,positive
CHEMBL1644071,NCc1cc(C(F)(F)F)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,51.0,positive
CHEMBL1644072,COc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,5.0,positive
CHEMBL1644073,NCc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,10.0,positive
CHEMBL1644074,NCc1cc(CO)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,11.0,positive
CHEMBL1644075,COCc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,21.0,positive
CHEMBL1644076,NCc1cc(C(=O)O)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,126.0,positive
CHEMBL1644077,COC(=O)c1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,39.0,positive
CHEMBL1644078,NCc1cc(C(N)=O)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,15.0,positive
CHEMBL1644079,CO/N=C/c1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,5.0,positive
CHEMBL1644080,NCc1ncccc1CN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,19.8,positive
CHEMBL1644081,NCc1cscc1N(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,88.9,positive
CHEMBL1644082,NCc1cocc1N(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,44.5,positive
CHEMBL1644083,NCc1ccncc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,160.0,positive
CHEMBL1644085,NCc1sccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,60.0,positive
CHEMBL1644088,NCc1ccoc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,12.0,positive
CHEMBL1644089,NCc1occc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,21.0,positive
CHEMBL1644092,NCc1ncoc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1.3,positive
CHEMBL1644094,NCc1ncccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,21.0,positive
CHEMBL1644095,NCc1cscc1N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,13.0,positive
CHEMBL1644096,NCc1cocc1N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,25.0,positive
CHEMBL1682854,Cc1cccnc1CN(CCCCN)C1CCCc2cccnc21,18.0,positive
CHEMBL1682855,Cc1ccnc(CN(CCCCN)C2CCCc3cccnc32)c1,91.0,positive
CHEMBL1682856,Cc1ccc(CN(CCCCN)C2CCCc3cccnc32)nc1,35.0,positive
CHEMBL1682857,Cc1cccc(CN(CCCCN)C2CCCc3cccnc32)n1,53.0,positive
CHEMBL1682858,Cc1cc(C)nc(CN(CCCCN)C2CCCc3cccnc32)c1,38.0,positive
CHEMBL1682859,Cc1cnc(CN(CCCCN)C2CCCc3cccnc32)c(C)c1,19.0,positive
CHEMBL1682860,NCCCCN(Cc1cccc(N)n1)C1CCCc2cccnc21,49.0,positive
CHEMBL1682861,COCc1cccc(CN(CCCCN)C2CCCc3cccnc32)n1,1621.0,positive
CHEMBL1682862,NCCCCN(Cc1ncccc1O)C1CCCc2cccnc21,129.0,positive
CHEMBL1682863,NCCCCN(Cc1ncccc1N)C1CCCc2cccnc21,27.0,positive
CHEMBL1682864,CC(C)c1cccnc1CN(CCCCN)C1CCCc2cccnc21,63.0,positive
CHEMBL1682865,NCCCCN(Cc1ncccc1CO)C1CCCc2cccnc21,79.0,positive
CHEMBL1682866,NCCCCN(Cc1ncccc1Cl)C1CCCc2cccnc21,44.0,positive
CHEMBL1682986,Cc1cccnc1CN(CCCCN)C(C)c1ccccn1,23.0,positive
CHEMBL1682987,CC(c1ccccn1)N(CCCCN)Cc1ncccc1N,72.0,positive
CHEMBL1682988,CC(c1ccccn1)N(CCCCN)Cc1ncccc1C(F)(F)F,111.0,positive
CHEMBL1682989,CC(c1ccccn1)N(CCCCN)Cc1ncccc1C(C)(C)C,18.0,positive
CHEMBL1682990,Cc1ccc(CN(CCCCN)C(C)c2ccccn2)nc1,66.0,positive
CHEMBL1682991,Cc1cccc(CN(CCCCN)C(C)c2ccccn2)n1,183.0,positive
CHEMBL1682992,Cc1cnc(CN(CCCCN)C(C)c2ccccn2)c(C)c1,20.0,positive
CHEMBL1682993,Cc1ccnc(C(C)N(CCCCN)Cc2ncccc2C)c1,8.0,positive
CHEMBL1682994,Cc1cccc(CN(CCCCN)[C@H]2CCCc3cccnc32)n1,96.1,positive
CHEMBL1682995,Cc1cnc(CN(CCCCN)[C@H]2CCCc3cccnc32)c(C)c1,62.9,positive
CHEMBL1682996,NCCCCN(Cc1ncccc1N)[C@H]1CCCc2cccnc21,10.9,positive
CHEMBL1682997,C[C@@H](c1ccccn1)N(CCCCN)Cc1nc2ccccc2[nH]1,16.6,positive
CHEMBL1682998,Cc1cccnc1CN(CCCCN)[C@@H](C)c1ccccn1,35.8,positive
CHEMBL1802329,CCOCCN1CCN(C(=O)c2cnc(NCc3ccc(CNc4ncc(F)cn4)cc3)nc2C(F)(F)F)CC1,5.4,positive
CHEMBL1802333,Fc1cnc(Cl)nc1NCc1ccc(CNc2ccnc(NCCN3CCOCC3)n2)cc1,0.8,positive
CHEMBL18442,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,185.95,positive
CHEMBL191639,N=C(N)NCCC(=O)N[C@H]1CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,530.0,positive
CHEMBL191651,N=C(N)NCCC(=O)N[C@H]1C/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,10000.0,positive
CHEMBL191687,C[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,63.0,positive
CHEMBL191942,N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,1600.0,positive
CHEMBL191949,N=C(N)NCCC(=O)N[C@H]1CC/C=C\CC[C@H](C(N)=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,10000.0,positive
CHEMBL191998,N=C(N)NCCC(=O)N[C@H]1C/C=C\C[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,10000.0,positive
CHEMBL192183,N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2C[C@@H](N=C(N)N)CN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,10.0,positive
CHEMBL192368,N=C(N)NCCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,33.0,positive
CHEMBL192685,C[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,230.0,positive
CHEMBL192913,N=C(N)NCCC[C@H]1NC(=O)[C@H](NC(=O)CCNC(=N)N)CSSC[C@@H](C(N)=O)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC1=O,690.0,positive
CHEMBL193217,N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCN=C(N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,24.0,positive
CHEMBL1949675,CC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,1000.0,positive
CHEMBL1949730,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=N)N,37.0,positive
CHEMBL1949731,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCN,6.0,positive
